LastName_FirstName, FirstName_LastName, Birthplace_AL, Longitude, Latitude
"BILLINGSLEY, ANDREW"," ""ANDREW BILLINGSLEY""", Billingsley,32.6618,-86.7114
"BOEHLKE, FREDERICK JOHN JR."," ""FREDERICK JOHN BOEHLKE JR.""", Margaret,33.6829,-86.4742
"BRADLEY, BERT EDWARD"," ""BERT EDWARD BRADLEY""", Birmingham,33.5186,-86.8104
"CARROLL, SARA NEWTON"," ""SARA NEWTON CARROLL""", Dothan,31.2232,-85.3905
"EDWARDS, GWEN ANDERS"," ""GWEN ANDERS EDWARDS""", Clay,33.7029,-86.6236
"FITZGERALD, ARTHUR ERNEST"," ""ARTHUR ERNEST FITZGERALD""", Birmingham,33.5186,-86.8104
"HOWARD, ELIZABETH SIMMONS"," ""ELIZABETH SIMMONS HOWARD""", Gadsden,34.0143,-86.0066
"KELLY, RILEY NICHOLAS"," ""RILEY NICHOLAS KELLY""", Excel,31.4279,-87.3414
"LEE, NELLE HARPER"," ""NELLE HARPER LEE""", Monroeville,31.5274,-87.3247
"McFARLAND, THOMAS ALFRED JR."," ""THOMAS ALFRED McFARLAND JR.""", Birmingham,33.5186,-86.8104
"MEADOR, DANIEL JOHN"," ""DANIEL JOHN MEADOR""", Selma,32.4074,-87.0211
"MILES, EDWIN ARTHUR"," ""EDWIN ARTHUR MILES""", Birmingham,33.5186,-86.8104
"SMITH, ANDREW REID, II"," ""ANDREW REID SMITH II""", Demopolis,32.5174,-87.8369
"WALKER, ARTHUR LONZO JR."," ""ARTHUR LONZO WALKER JR.""", Birmingham,33.5186,-86.8104
"BEARDEN, BOBBY RAY"," ""BOBBY RAY BEARDEN""", Jefferson County,33.5446,-86.9292
"BURNETTE, OLLEN LAWRENCE JR."," ""OLLEN LAWRENCE BURNETTE JR.""", Eva,34.3243,-86.7458
"DAWKINS, CECIL"," ""CECIL DAWKINS""", Birmingham,33.5186,-86.8104
"DUNCAN, BENJAMIN DILLARD"," ""BENJAMIN DILLARD DUNCAN""", Birmingham,33.5186,-86.8104
"GLENN, MOSES L."," ""MOSES L. GLENN""", Midway,32.0729,-85.5208
"HIGGINBOTHAM, MIRIAM"," ""MIRIAM HIGGINBOTHAM""", Ashland,33.2715,-85.8369
"JOHNSON, DAVID EDSEL"," ""DAVID EDSEL JOHNSON""", Morris,33.7479,-86.6742
"JOHNSON, JAMES WILLIAM"," ""JAMES WILLIAM JOHNSON""", Birmingham,33.5186,-86.8104
"JONES, WILLIAM McKENDREY"," ""WILLIAM McKENDREY JONES""", Dothan,31.2232,-85.3905
"KENNEDY, JO MYRLE COLBURN"," ""JO MYRLE COLBURN KENNEDY""", Greensboro,32.7043,-87.5958
"KING, CORETTA SCOTT"," ""CORETTA SCOTT KING""", Perry County,32.6364,-87.2972
"LOWRY, INA FINCHER"," ""INA FINCHER LOWRY""", Winston County,34.1455,-87.3667
"McDONALD, DOROTHY CARTER"," ""DOROTHY CARTER McDONALD""", Florence,34.7998,-87.6773
"McDONALD, WILLIAM LINDSEY"," ""WILLIAM LINDSEY McDONALD""", Florence,34.7998,-87.6773
"SOLOMON, JACK"," ""JACK SOLOMON""", Brantley,31.5843,-86.2586
"STODDARD, SANDOL"," ""SANDOL STODDARD""", Birmingham,33.5186,-86.8104
"TURNER, THOMAS COLEMAN"," ""THOMAS COLEMAN TURNER""", Oxford,33.6143,-85.8342
"AYERS, JAMES W."," ""JAMES W. AYERS""", Etowah County,34.0459,-86.0402
"BROWN, MILTON PERRY JR."," ""MILTON PERRY BROWN JR. """, Bessemer,33.4018,-86.9544
"BUCK, WILLIAM PETTUS"," ""WILLIAM PETTUS BUCK""", Birmingham,33.5186,-86.8104
"CARROLL, MERLE TILLEY"," ""MERLE TILLEY CARROLL""", Ozark,31.459,-85.64
"ELAM, VERRELL DONALD"," ""VERRELL DONALD ELAM""", Brent,32.9379,-87.1647
"HAAGEN, VICTOR B."," ""VICTOR B. HAAGEN""", Benton,32.3068,-87.2458
"OWSLEY, FRANK LAWRENCE JR."," ""FRANK LAWRENCE OWSLEY JR.""", Ashville,33.8357,-86.2561
"SIMMONS, OTIS DAVIS"," ""OTIS DAVIS SIMMONS""", Kansas,33.8993,-87.5558
"SNELLGROVE, LOUIS"," ""LOUIS SNELLGROVE""", Ozark,31.459,-85.64
"BAILEY, HUGH COLEMAN"," ""HUGH COLEMAN BAILEY""", Berry,33.6629,-87.5986
"CRENSHAW, MARY ANN"," ""MARY ANN CRENSHAW""", Montgomery,32.3792,-86.3077
"EMMET, RICHARD PERRINO"," ""RICHARD PERRINO EMMET""", Albertville,34.2676,-86.2089
"GREEN, ASA NORMAN"," ""ASA NORMAN GREEN""", Clay,33.7029,-86.6236
"HARRISON, JOANN"," ""JOANN HARRISON""", Decatur,34.6059,-86.9833
"JOHNSON, JOHNNY RAY"," ""JOHNNY RAY JOHNSON""", Morris,33.7479,-86.6742
"LAKE, JEAN THOMPSON"," ""JEAN THOMPSON LAKE""", Troy,31.8088,-85.9699
"LINDSEY, BOBBY L."," ""BOBBY L. LINDSEY""", Roanoke,33.1518,-85.3722
"LUIS, EARLENE WOODS"," ""EARLENE WOODS LUIS""", Walker County,33.8088,-87.2802
"MILLER, REX"," ""REX MILLER""", Beatrice,31.7329,-87.2097
"PARKER, BETTY JUNE"," ""BETTY JUNE PARKER""", Decatur,34.6059,-86.9833
"ROBINSON, LEWIS G."," ""LEWIS G. ROBINSON""", Cleveland,33.9929,-86.5772
"RUSHTON, WILLIAM JAMES, III"," ""WILLIAM JAMES RUSHTON III""", Avon,31.1877,-85.2791
"SHIPPS, JAN BARNETT"," ""JAN BARNETT SHIPPS""", Hueytown,33.4518,-86.9964
"SMITH, C. RAY"," ""C. RAY SMITH""", Birmingham,33.5186,-86.8104
"SPARKMAN, BRANDON BUSTER"," ""BRANDON BUSTER SPARKMAN""", Hartselle,34.4435,-86.9358
"STROTHER, CLAUDIA PATRICK WALLACE"," ""CLAUDIA PATRICK WALLACE STROTHER""", Birmingham,33.5186,-86.8104
"WARD, ROBERT DAVID"," ""ROBERT DAVID WARD""", Eva,34.3243,-86.7458
"WILSON, EDWARD OSBORNE"," ""EDWARD OSBORNE WILSON""", Birmingham,33.5186,-86.8104
"WORRELL, ESTELLE ANSLEY"," ""ESTELLE ANSLEY WORRELL""", Bessemer,33.4018,-86.9544
"BUTTS, THOMAS LANE"," ""THOMAS LANE BUTTS""", Conecuh County,31.4231,-87.1236
"DEAGON, ANN FLEMING"," ""ANN FLEMING DEAGON""", Birmingham,33.5186,-86.8104
"FANN, WILLIAM EDWIN"," ""WILLIAM EDWIN FANN""", Elberta,30.4143,-87.5972
"FELKENES, GEORGE THEODORE"," ""GEORGE THEODORE FELKENES""", Dayton,32.3382,-87.6372
"GRAF, DOT (DOROTHY JANE) PADGETT"," ""DOT (DOROTHY JANE) PADGETT GRAF""", Vernon,33.7573,-88.11
"HAMMOND, GUYTON BOWERS"," ""GUYTON BOWERS HAMMOND""", Birmingham,33.5186,-86.8104
"HARRELL, DAVID EDWIN JR."," ""DAVID EDWIN HARRELL JR.""", Jackson,31.5082,-87.8942
"JONES, ALLEN WOODROW"," ""ALLEN WOODROW JONES""", Andalusia,31.3088,-86.4836
"LINN, MARJORIE LEES"," ""MARJORIE LEES LINN""", Collinsville,34.2637,-85.8608
"LITTLETON, TAYLOR DOWE"," ""TAYLOR DOWE LITTLETON""", Birmingham,33.5186,-86.8104
"MADDOX, ALVA HUGH"," ""ALVA HUGH MADDOX""", Covington County,31.2406,-86.4402
"McFARLAND, PHILIP JAMES"," ""PHILIP JAMES McFARLAND""", Birmingham,33.5186,-86.8104
"PERKINS, ROBERT LEE"," ""ROBERT LEE PERKINS""", Jackson,31.5082,-87.8942
"ROBINSON, FRED COLSON"," ""FRED COLSON ROBINSON""", Birmingham,33.5186,-86.8104
"WALL, WILLIAM CARTER JR."," ""WILLIAM CARTER WALL JR.""", Huntsville,34.7304,-86.5861
"WATSON, ELBERT L."," ""ELBERT L. WATSON""", Birmingham,33.5186,-86.8104
"WILLIAMS, GEORGE KENDRICK"," ""GEORGE KENDRICK WILLIAMS""", Greenville,31.8293,-86.6172
"WILLIAMSON, EUGENE LACOSTE JR."," ""EUGENE LACOSTE WILLIAMSON JR.""", Gurley,34.7001,-86.3722
"BRUNSON, MARION BAILEY"," ""MARION BAILEY BRUNSON""", Elba,31.4135,-86.0677
"BUCK, JANIE BROWN"," ""JANIE BROWN BUCK""", Andalusia,31.3088,-86.4836
"CHITWOOD, BILLY JAMES"," ""BILLY JAMES CHITWOOD""", Franklin,31.7143,-85.8472
"CROW, PAUL ABERNATHY JR."," ""PAUL ABERNATHY CROW JR.""", Birmingham,33.5186,-86.8104
"FOSHEE, JOHN HUGH"," ""JOHN HUGH FOSHEE""", Birmingham,33.5186,-86.8104
"HENSON, CURTIS TALMON JR."," ""CURTIS TALMON HENSON JR.""", Auburn,32.6099,-85.4808
"LEWIS, WALTER DAVID"," ""WALTER DAVID LEWIS""", Gordo,33.3218,-87.9036
"LOWI, THEODORE JAY"," ""THEODORE JAY LOWI""", Gadsden,34.0143,-86.0066
"LUCAS, SILAS EMMETT"," ""SILAS EMMETT LUCAS""", Birmingham,33.5186,-86.8104
"ROWAN, RICHARD LAMAR"," ""RICHARD LAMAR ROWAN""", Guntersville,34.3582,-86.2942
"SAIA, CLAUDE VINCENT"," ""CLAUDE VINCENT SAIA""", Birmingham,33.5186,-86.8104
"SHANNON, HARPER"," ""HARPER SHANNON""", Birmingham,33.5186,-86.8104
"SMITH, ROBERT SELLERS"," ""ROBERT SELLERS SMITH""", Jackson,31.5082,-87.8942
"TREST, WARREN"," ""WARREN TREST""", Louisville,31.7835,-85.5558
"WATSON, CHARLES SULLIVAN"," ""CHARLES SULLIVAN WATSON""", Anderson,34.9181,-87.2708
"ALBRITTON, WALTER MATTHEW JR."," ""WALTER MATTHEW ALBRITTON JR.""", Wetumpka,32.5435,-86.2113
"CARMICHAEL, DANIEL ERSKINE"," ""DANIEL ERSKINE CARMICHAEL""", Birmingham,33.5186,-86.8104
"COPELAND, CHARLES WESLEY JR."," ""CHARLES WESLEY COPELAND JR.""", Birmingham,33.5186,-86.8104
"COWLES, MILLY"," ""MILLY COWLES""", Troy,31.8088,-85.9699
"DOOLEY, VINCENT JOSEPH"," ""VINCENT JOSEPH DOOLEY""", Mobile,30.6954,-88.0399
"EAVES, RICHARD GLEN"," ""RICHARD GLEN EAVES""", Louisville,31.7835,-85.5558
"GARBER, EUGENE KEENAN"," ""EUGENE KEENAN GARBER""", Birmingham,33.5186,-86.8104
"HARRISON, E. BRUCE"," ""E. BRUCE HARRISON""", Lanett,32.8682,-85.1842
"HILL, HARLON"," ""HARLON HILL""", Beatrice,31.7329,-87.2097
"JACKSON, JACQUELYNE MARY JOHNSON"," ""JACQUELYNE MARY JOHNSON JACKSON""", Tuskegee,32.4301,-85.7072
"JONES, ABIGAIL ROBERTS"," ""ABIGAIL ROBERTS JONES""", Ozark,31.459,-85.64
"KEARLEY, FLOYD FURMAN"," ""FLOYD FURMAN KEARLEY""", Arley,34.0734,-87.2111
"LIVINGSTON, ALFRED DELANO"," ""ALFRED DELANO LIVINGSTON""", Beatrice,31.7329,-87.2097
"MEEKS, WAYNE A."," ""WAYNE A. MEEKS""", Aliceville,33.129,-88.1517
"RUSSELL, RICHARD OLNEY JR."," ""RICHARD OLNEY RUSSELL JR.""", Birmingham,33.5186,-86.8104
"SHOUSE, SARAH NEWMAN"," ""SARAH NEWMAN SHOUSE""", Cleveland,33.9929,-86.5772
"ZIOLKOWSKI, THEODORE"," ""THEODORE ZIOLKOWSKI""", Birmingham,33.5186,-86.8104
"CARGILE, WAYNE CHANDLER"," ""WAYNE CHANDLER CARGILE""", Fayette,33.684,-87.83
"CARGO, ROBERT THOMAS"," ""ROBERT THOMAS CARGO""", Argo,33.7059,-86.5125
"DINOFF, MICHAEL"," ""MICHAEL DINOFF""", York,32.4865,-88.2939
"HARRIS, WILLIAM STUART"," ""WILLIAM STUART HARRIS""", Birmingham,33.5186,-86.8104
"JACKSON, JOSEPH ABRAM"," ""JOSEPH ABRAM JACKSON""", Brewton,31.1054,-87.0722
"LOGUE, JOHN DANNELLY SR."," ""JOHN DANNELLY LOGUE SR.""", Bay Minette,30.8829,-87.773
"MACKIN, COOPER RICHERSON"," ""COOPER RICHERSON MACKIN""", Selma,32.4074,-87.0211
"MARKS, HENRY SEYMOUR"," ""HENRY SEYMOUR MARKS""", Florence,34.7998,-87.6773
"MARTIN, HERBERT WOODWARD"," ""HERBERT WOODWARD MARTIN""", Birmingham,33.5186,-86.8104
"STRICKLAND, STEPHEN PARKS"," ""STEPHEN PARKS STRICKLAND""", Birmingham,33.5186,-86.8104
"WEISHEIT, ELDON"," ""ELDON WEISHEIT""", Clay,33.7029,-86.6236
"AARON, HENRY"," ""HENRY AARON""", Mobile,30.6954,-88.0399
"FRANKLIN, HAROLD LEROY"," ""HAROLD LEROY FRANKLIN""", Franklin,31.7143,-85.8472
"HALL, WADE HENRY"," ""WADE HENRY HALL""", Troy,31.8088,-85.9699
"HINDS, LEON TRICE"," ""LEON TRICE HINDS""", Arab,34.3181,-86.4958
"LAMAR, GAIL RENFROE"," ""GAIL RENFROE LAMAR""", Troy,31.8088,-85.9699
"McCAIN, JAMES W."," ""JAMES W. McCAIN""", Birmingham,33.5186,-86.8104
"MOFFETT, MARTHA LEATHERWOOD"," ""MARTHA LEATHERWOOD MOFFETT""", Pell City,33.5868,-86.2864
"POPE, VIRGINIA VOSS"," ""VIRGINIA VOSS POPE""", Fruithurst,33.7301,-85.4314
"STARR, BRYAN BARTLETT"," ""BRYAN BARTLETT STARR""", Montgomery,32.3792,-86.3077
"SUMMERLIN, LEE R."," ""LEE R. SUMMERLIN""", Sumiton,33.7535,-87.0492
"WARD, ROBINSON J. JR."," ""ROBINSON J. WARD JR.""", Birmingham,33.5186,-86.8104
"WARD, WYLEY DONALD"," ""WYLEY DONALD WARD""", Covington County,31.2406,-86.4402
"WEATHERBY, HAROLD LEROW JR."," ""HAROLD LEROW WEATHERBY JR.""", Montgomery,32.3792,-86.3077
"WIGGINS, SARAH VAN VOORHIS WOOLFOLK"," ""SARAH VAN VOORHIS WOOLFOLK WIGGINS""", Montgomery,32.3792,-86.3077
"WILSON, MAMIE LOUIS THOMPSON"," ""MAMIE LOUIS THOMPSON WILSON""", Jackson,31.5082,-87.8942
"ATKINS, LEAH MARIE RAWLS"," ""LEAH MARIE RAWLS ATKINS""", Birmingham,33.5186,-86.8104
"BAGGOTT, BETTY SUE DEMPSEY"," ""BETTY SUE DEMPSEY BAGGOTT""", Taylor,31.1682,-85.4686
"BOYKIN, MILTON LEE"," ""MILTON LEE BOYKIN""", Selma,32.4074,-87.0211
"EVERSOLE, FINLEY TRAWEEK"," ""FINLEY TRAWEEK EVERSOLE""", Birmingham,33.5186,-86.8104
"LOGUE, CALVIN McLEOD"," ""CALVIN McLEOD LOGUE""", Auburn,32.6099,-85.4808
"MARKS, MARSHA KASS"," ""MARSHA KASS MARKS""", York,32.4865,-88.2939
"MATHEWS, FORREST DAVID"," ""FORREST DAVID MATHEWS""", Grove Hill,31.7082,-87.7772
"MATTE, JACQUELINE ANDERSON"," ""JACQUELINE ANDERSON MATTE""", Anderson,34.9181,-87.2708
"PENNY, ROBERT LYNN"," ""ROBERT LYNN PENNY""", Anniston,33.6598,-85.8316
"PHILLIPS, ARCHIE"," ""ARCHIE PHILLIPS""", Birmingham,33.5186,-86.8104
"STALLWORTH, ANNE NALL"," ""ANNE NALL STALLWORTH""", Birmingham,33.5186,-86.8104
"STEELE, FRANK"," ""FRANK STEELE""", Steele,33.9379,-86.1992
"McMORRIES, EDWARD YOUNG"," ""EDWARD YOUNG McMORRIES”", Bullock County,32.0877,-85.7161
"BOLTON, CLYDE"," ""CLYDE BOLTON""", Anderson,34.9181,-87.2708
"CHRISTENBERRY, WILLIAM A. JR."," ""WILLIAM A. CHRISTENBERRY JR.""", Berry,33.6629,-87.5986
"COLLINS, MARVA DELOISE NETTLES"," ""MARVA DELOISE NETTLES COLLINS""", Monroeville,31.5274,-87.3247
"CRAWFORD, ANN CADDELL"," ""ANN CADDELL CRAWFORD""", Birmingham,33.5186,-86.8104
"DELPAR, HELEN VICTORIA"," ""HELEN VICTORIA DELPAR""", York,32.4865,-88.2939
"JENKINS, FERRELL"," ""FERRELL JENKINS""", Huntsville,34.7304,-86.5861
"JONES, MARGARET JEAN"," ""MARGARET JEAN JONES""", Cullman,34.1748,-86.8436
"PATERSON, JUDITH HILLMAN"," ""JUDITH HILLMAN PATERSON""", Montgomery,32.3792,-86.3077
"SIKORA, FRANK"," ""FRANK SIKORA""", Birmingham,33.5186,-86.8104
"WASSERSTROM, RICHARD ALAN"," ""RICHARD ALAN WASSERSTROM""", Opp,31.2829,-86.2558
"COUCH, ROBERT HILL"," ""ROBERT HILL COUCH""", Marion,32.6329,-87.3192
"LAMONT, DOUGLAS FELIX"," ""DOUGLAS FELIX LAMONT""", Rosa,33.9501,-86.3864
"LINDSEY, JONATHAN ASMEL"," ""JONATHAN ASMEL LINDSEY""", Bullock County,32.0877,-85.7161
"MATHIS, GERALD RAY"," ""GERALD RAY MATHIS""", Morris,33.7479,-86.6742
"SCOTT, CAROLYNNE BLACKWELL"," ""CAROLYNNE BLACKWELL SCOTT""", Birmingham,33.5186,-86.8104
"SKAGGS, MERRILL MAGUIRE"," ""MERRILL MAGUIRE SKAGGS""", Florala,31.0068,-86.3258
"SOLOMON, OLIVIA"," ""OLIVIA SOLOMON""", Tallassee,32.5357,-85.8936
"VAN EGMOND, PETER GEORGE"," ""PETER GEORGE VAN EGMOND""", Montgomery,32.3792,-86.3077
"VINES, CHARLES JERRY"," ""CHARLES JERRY VINES""", Carrollton,33.2618,-88.0953
"WRIGHT, HUGH ELLIOT JR."," ""HUGH ELLIOT WRIGHT JR.""", Athens,34.8029,-86.9717
"BUSH, JOHN CHARLES"," ""JOHN CHARLES BUSH""", Escambia County,31.1256,-87.1598
"HAMES, CARL MARTIN"," ""CARL MARTIN HAMES""", Birmingham,33.5186,-86.8104
"MATHEWS, MARY LOU CHAPMAN"," ""MARY LOU CHAPMAN MATHEWS""", Jackson,31.5082,-87.8942
"McCLAIN, WILLIAM BOBBY"," ""WILLIAM BOBBY McCLAIN""", Gadsden,34.0143,-86.0066
"OTT, THOMAS OLIVER"," ""THOMAS OLIVER OTT""", Margaret,33.6829,-86.4742
"WILLIAMS, BILLY LEE"," ""BILLY LEE WILLIAMS""", Mobile,30.6954,-88.0399
"ATKINS, THOMAS RADCLIFFE"," ""THOMAS RADCLIFFE ATKINS""", Mobile,30.6954,-88.0399
"FULMER, ROBERT MARION"," ""ROBERT MARION FULMER""", Florence,34.7998,-87.6773
"JONES, EZRA EARL"," ""EZRA EARL JONES""", Birmingham,33.5186,-86.8104
"KAY, DONALD"," ""DONALD KAY""", Anderson,34.9181,-87.2708
"LINZEY, DONALD WAYNE"," ""DONALD WAYNE LINZEY""", Billingsley,32.6618,-86.7114
"PICKENS, ROY"," ""ROY PICKENS""", Greenville,31.8293,-86.6172
"SKIPPER, G. C."," ""G. C. SKIPPER""", Ozark,31.459,-85.64
"STEWART, WILLIAM HISTASPAS"," ""WILLIAM HISTASPAS STEWART""", Hartselle,34.4435,-86.9358
"WALLACE, CORNELIA ELLIS SNIVELY"," ""CORNELIA ELLIS SNIVELY WALLACE""", Elba,31.4135,-86.0677
"BAUGHMAN, DOROTHY"," ""DOROTHY BAUGHMAN""", Prattville,32.464,-86.4597
"BENDITT, THEODORE MATTHEW"," ""THEODORE MATTHEW BENDITT""", Rosa,33.9501,-86.3864
"BLALOCK, DELTON DENNIS"," ""DELTON DENNIS BLALOCK""", Hanceville,34.0601,-86.7672
"CARMICHAEL, PEYTON HAMILTON"," ""PEYTON HAMILTON CARMICHAEL""", Greenville,31.8293,-86.6172
"DODD, DONALD BRADFORD"," ""DONALD BRADFORD DODD""", Weaver,33.7548,-85.8125
"FLYNT, JAMES WAYNE"," ""JAMES WAYNE FLYNT""", Anniston,33.6598,-85.8316
"HOUSTON, ROBERT"," ""ROBERT HOUSTON""", Bessemer,33.4018,-86.9544
"KNIGHT, GEORGE W."," ""GEORGE W. KNIGHT""", Lineville,33.3101,-85.7542
"REID, PANTHEA"," ""PANTHEA REID""", Birmingham,33.5186,-86.8104
"SHERER, ROBERT GLENN JR."," ""ROBERT GLENN SHERER JR.""", Jasper,33.8318,-87.2775
"ALSTON, EDITH EUGENIA"," ""EDITH EUGENIA ALSTON""", Anniston,33.6598,-85.8316
"BANDY, WAY"," ""WAY BANDY""", Birmingham,33.5186,-86.8104
"BENFORD, GREGORY ALBERT"," ""GREGORY ALBERT BENFORD""", Mobile,30.6954,-88.0399
"BOONE, LOUIS EUGENE"," ""LOUIS EUGENE BOONE""", Robertsdale,30.5535,-87.7114
"CLINE, LINDA"," ""LINDA CLINE""", York,32.4865,-88.2939
"HENLEY, WALLACE BOYNTON"," ""WALLACE BOYNTON HENLEY""", Birmingham,33.5186,-86.8104
"HITCHCOCK, BERT (WILLIAM BERTRAM)"," ""BERT (WILLIAM BERTRAM) HITCHCOCK""", Demopolis,32.5174,-87.8369
"HOFF, TIMOTHY"," ""TIMOTHY HOFF""", Vincent,33.3851,-86.4092
"JACKSON, RICHARD EUGENE"," ""RICHARD EUGENE JACKSON""", Helena,33.2962,-86.8439
"LENNARD, WILLIAM CARVER"," ""WILLIAM CARVER LENNARD""", Tuskegee,32.4301,-85.7072
"McLAURIN, MELTON ALONZA"," ""MELTON ALONZA McLAURIN""", Fayette,33.684,-87.83
"THOMAS, RONNIE"," ""RONNIE THOMAS""", Jackson,31.5082,-87.8942
"WELLS, GLENN LAWRENCE JR."," ""GLENN LAWRENCE WELLS JR.""", Ozark,31.459,-85.64
"WININGER, DAVID DeLEAL"," ""DAVID DeLEAL WININGER""", Benton,32.3068,-87.2458
"ALLEN, CATHERINE BRYANT"," ""CATHERINE BRYANT ALLEN""", Birmingham,33.5186,-86.8104
"BARNARD, WILLIAM DEAN"," ""WILLIAM DEAN BARNARD""", Birmingham,33.5186,-86.8104
"BASHINSKY, SLOAN YOUNG, II"," ""SLOAN YOUNG II BASHINSKY""", Birmingham,33.5186,-86.8104
"BENEFIELD, LARRY D."," ""LARRY D. BENEFIELD""", Auburn,32.6099,-85.4808
"BROWNELL, BLAINE ALLISON"," ""BLAINE ALLISON BROWNELL""", Birmingham,33.5186,-86.8104
"HELMS, RANDEL"," ""RANDEL HELMS""", Montgomery,32.3792,-86.3077
"HOLLIS, DANIEL WEBSTER, III"," ""DANIEL WEBSTER HOLLIS III""", Talladega,33.4359,-86.1
"JONES, CLEON JOSEPH"," ""CLEON JOSEPH JONES""", Mobile,30.6954,-88.0399
"MOATES, MARIANNE MERRILL"," ""MARIANNE MERRILL MOATES""", Andalusia,31.3088,-86.4836
"PENNY, MORRIS M."," ""MORRIS M. PENNY""", Piedmont,33.9243,-85.6114
"PONDER, FREDA ODALENE LITTLE"," ""FREDA ODALENE LITTLE PONDER""", Cullman,34.1748,-86.8436
"ROBINSON, MARILETA SAWYER"," ""MARILETA SAWYER ROBINSON""", Kansas,33.8993,-87.5558
"SMITH, ANITA"," ""ANITA SMITH""", Alexander City,32.944,-85.9539
"SMITH, LARRY J."," ""LARRY J. SMITH""", Albertville,34.2676,-86.2089
"STOUDENMIRE, JOHN"," ""JOHN STOUDENMIRE""", Florence,34.7998,-87.6773
WEATHERLY THOMAS ELIAS," ""THOMAS ELIAS WEATHERLY""", Scottsboro,34.6723,-86.0341
"WEAVER, DAVID C."," ""DAVID C. WEAVER""", Weaver,33.7548,-85.8125
"WILES, DAVID KIMBALL"," ""DAVID KIMBALL WILES""", Tuscaloosa,33.2098,-87.5692
"BREEN, JON LINN"," ""JON LINN BREEN""", Margaret,33.6829,-86.4742
"GAINES, CHARLES LATHAM JR."," ""CHARLES LATHAM GAINES JR.""", Jackson,31.5082,-87.8942
"GAMBLE, ROBERT S."," ""ROBERT S. GAMBLE""", Birmingham,33.5186,-86.8104
"GOODWIN, STEPHEN"," ""STEPHEN GOODWIN""", Sylvania,34.5582,-85.7986
"GRAY, LINDA CROCKETT"," ""LINDA CROCKETT GRAY""", Hamilton,34.1429,-87.9886
"JACKSON, HARVEY HARDAWAY, III"," ""HARVEY HARDAWAY JACKSON III""", Jackson,31.5082,-87.8942
"KNIGHT, THOMAS M."," ""THOMAS M. KNIGHT""", Monroeville,31.5274,-87.3247
"KNOX, DAVID H. JR."," ""DAVID H. KNOX JR.""", Auburn,32.6099,-85.4808
"LAUBENTHAL, SANDERS ANNE"," ""SANDERS ANNE LAUBENTHAL""", Mobile,30.6954,-88.0399
"LENTZ, PERRY CARLTON"," ""PERRY CARLTON LENTZ""", Anniston,33.6598,-85.8316
"McWILLIAMS, TENNANT S."," ""TENNANT S. McWILLIAMS""", Birmingham,33.5186,-86.8104
"METTEE, MAURICE F."," ""MAURICE F. METTEE""", Mobile,30.6954,-88.0399
"SMITH, GARY VINCENT"," ""GARY VINCENT SMITH""", Vincent,33.3851,-86.4092
"THORNTON, JONATHAN MILLS, III"," ""JONATHAN MILLS THORNTON III""", Montgomery,32.3792,-86.3077
"WILSON, THOMAS HENRY"," ""THOMAS HENRY WILSON""", Camden,31.9904,-87.2908
"BEIDLER, PHILIP"," ""PHILIP BEIDLER""", Sylvania,34.5582,-85.7986
"BRADLEY, MICHAEL ANDERSON"," ""MICHAEL ANDERSON BRADLEY""", Talladega,33.4359,-86.1
"CHENEY, ANNE"," ""ANNE CHENEY""", Birmingham,33.5186,-86.8104
"COBB, BUELL E. JR."," ""BUELL E. COBB JR.""", Cullman,34.1748,-86.8436
"CROMMELIN, QUENTIN JR."," ""QUENTIN CROMMELIN JR.""", Montgomery,32.3792,-86.3077
"DAVIS, ANGELA YVONNE"," ""ANGELA YVONNE DAVIS""", Birmingham,33.5186,-86.8104
"GRAY, DANIEL SAVAGE"," ""DANIEL SAVAGE GRAY""", Montgomery,32.3792,-86.3077
"JOHNSON, MARY ELIZABETH"," ""MARY ELIZABETH JOHNSON""", Brewton,31.1054,-87.0722
"MARTIN, EMILY"," ""EMILY MARTIN""", Birmingham,33.5186,-86.8104
"PORCH, DOUGLAS"," ""DOUGLAS PORCH""", Douglas,34.1729,-86.3186
"SLOAN, STEPHEN CHARLES"," ""STEPHEN CHARLES SLOAN""", Lester,34.9782,-87.1522
"WINGARD, JOSEPH CECIL"," ""JOSEPH CECIL WINGARD""", Montgomery,32.3792,-86.3077
"COLLINS, WILLARD ANDREW"," ""WILLARD ANDREW COLLINS""", Guntersville,34.3582,-86.2942
"COOK, BEN"," ""BEN COOK""", Birmingham,33.5186,-86.8104
"McMURRY, LINDA OTT"," ""LINDA OTT McMURRY""", Montgomery,32.3792,-86.3077
"MELLOWN, ROBERT OLIVER"," ""ROBERT OLIVER MELLOWN""", Clay,33.7029,-86.6236
"RUSH, ANNE KENT"," ""ANNE KENT RUSH""", Mobile,30.6954,-88.0399
"STABLER, KENNETH MICHAEL"," ""KENNETH MICHAEL STABLER""", Foley,30.4069,-87.6836
"WELCH, PAULETTE VIRGINIA"," ""PAULETTE VIRGINIA WELCH""", Anniston,33.6598,-85.8316
"HARTLINE, DAVID L."," ""DAVID L. HARTLINE""", Cherokee,34.7573,-87.9722
"LOLLAR, COLEMAN AUBREY JR."," ""COLEMAN AUBREY LOLLAR JR.""", Birmingham,33.5186,-86.8104
"WILLIAMS, LEE ERSKINE, II"," ""LEE ERSKINE WILLIAMS II""", Jackson,31.5082,-87.8942
"CATHER, JAMES PAT"," ""JAMES PAT CATHER""", Birmingham,33.5186,-86.8104
